ID_DOC;Número do Processo;Sigla Órgão;Órgão;Descrição;Tipo de Processo;SIGLA_ORGAO_USU1;SIGLA_FORMA_DOC;Ano de emissão;NUM_EXPEDIENTE
3784820;SAP-PRC-2020/07789;SAP;Secretaria da Administração Penitenciária;"PROCESSO REFERENTE AQUISIÇÃO DE INSUMOS HOSPITALARES PARA ATENDIMENTO A PREVISÃO DO COVID-19, NA MODALIDADE DISPENSA DE LICITAÇÃO; PENITENCIÁRIA FEMININA DE CAMPINAS;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;7789
3789837;SES-PRC-2020/14127;SES;Secretaria da Saúde;"Aquisição de máscara cirúrgica descartável - Corona...; Grupo de Resgate - GRAU;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14127
3790286;SAP-PRC-2020/07822;SAP;Secretaria da Administração Penitenciária;"Processo de Dispensa de Licitação Tradicional para aquisição de Material de Consumo Médico, Hospitalar para Prevenção COVID-19 (Coronavírus); Penitenciária &quot;Dr. Danilo Pinheiro&quot; de Sorocaba; Lei Fed. nº 8.666/93, Decreto Fed. 9.412/18.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;7822
3793204;SAP-PRC-2020/07836;SAP;Secretaria da Administração Penitenciária;"Processo de Dispensa de Licitação Tradicional para aquisição de Material de Consumo - Produtos para Higiene Pessoal para Prevenção COVID-19 (Coronavírus); Penitenciária &quot;Dr. Danilo Pinheiro&quot; de Sorocaba; Lei Fed. nº 8.666/93, Decreto Fed. 9.412/18.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;7836
3797363;SES-PRC-2020/14178;SES;Secretaria da Saúde;"Aquisição de Luvas de Procedimento, para atendimento de Plano de contingência COVID-19; Coordenadoria de Serviços de Saúde; Oficio GC/CSS nº 017/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14178
3805987;SES-PRC-2020/14221;SES;Secretaria da Saúde;"MATERIAIS PARA COLETA E TRANSPORTE COVID-19; HOSPITAL ESTADUAL DR OSWALDO BRANDI DE FARIA DE MIRANDÓPOLIS;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14221
3806290;SES-PRC-2020/14225;SES;Secretaria da Saúde;"Aquisição de Luvas de procedimento, para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP Nº 104/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14225
3810961;SES-PRC-2020/14267;SES;Secretaria da Saúde;"Abertura de Processo de Dispensa de Licitação para Manutenção de Equipamentos: Ventilador Pulmonar, Monitores e Desfibriladores para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19).; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 083/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviço técnico profissional generalizado;SES;PRC;2020;14267
3816278;SES-PRC-2020/14303;SES;Secretaria da Saúde;"Aquisição de Mascaras de proteção e cirúrgica, para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração - CGA;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14303
3819466;SAP-PRC-2020/07937;SAP;Secretaria da Administração Penitenciária;"Processo de aquisição de Materiais de Consumo (Máscaras Descartáveis) para os servidores da CROESTE em virtude da Pandemia do COVID-19 (coronavirus) - Classificação Documental 004.01.04.002; COORDENADORIA DE UNIDADES PRISIONAIS DA REGIÃO OESTE DO ESTADO;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;7937
3819885;SES-PRC-2020/14328;SES;Secretaria da Saúde;"Aquisição de Artigos de Higiene Pessoal (Álcool Gel), em caráter emergencial, tendo em vista a pandemia da COVID-19, através de Dispensa de Licitação Tradicional, Resolução SS-14, de 24/03/2018.; HOSPITAL EST. ESP. EM REABILITAÇÃO &quot;DR. FRANCISCO RIBEIRO ARANTES&quot;; OFI-194/2020-N.C.S..";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14328
3835688;SAP-PRC-2020/08049;SAP;Secretaria da Administração Penitenciária;"AQUISIÇÃO DE MATERIAIS EMERGENCIAL COVID-19 ( LIMPEZA AMBIENTE); PENITENCIARIA DR ANTONIO DE SOUZA NETO DE SOROCABA;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;8049
3835949;SES-PRC-2020/14439;SES;Secretaria da Saúde;"AQUISIÇÃO DE MEDICAMENTOS - PLANO DE CONTINGÊNCIA COVID 19 - CLOROQUINA - CRISTALIA; CAF/GGDM; OFICIO CAF Nº 249/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14439
3842315;SES-PRC-2020/14489;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE OXÍMETRO - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 085/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14489
3842377;SES-PRC-2020/14490;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE CAMAS ELÉTRICAS - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 086/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14490
3842416;SES-PRC-2020/14491;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE MARCA PASSO - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 087/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14491
3843128;SES-PRC-2020/14498;SES;Secretaria da Saúde;"Aquisição de Máscara Facial para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 106/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14498
3843778;SES-PRC-2020/14506;SES;Secretaria da Saúde;"Aquisição de Sonda de aspiração endotraqueal para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 107/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14506
3850443;PCSP-PRC-2020/00428;PCSP;Polícia Civil do Estado de São Paulo;"Aquisição de alcool gel para prevenção do covid-19; Delegacia Seccional de Itanhaém; DPSI 018/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;PCSP;PRC;2020;428
3851254;SES-PRC-2020/14565;SES;Secretaria da Saúde;"Aquisição de material de consumo de enfermagem emergencial, por Dispensa de Licitação, para atender demanda do COVID-19; Gerência Assistencial ; SES-MEM-2020/23642.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14565
3852262;SES-PRC-2020/14571;SES;Secretaria da Saúde;"Aquisição de material de consumo de enfermagem emergencial, por Dispensa de Licitação, para atender demanda do COVID-19; Gerência Assistencial ; SES-MEM-2020/23656.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14571
3858376;SES-PRC-2020/14609;SES;Secretaria da Saúde;"Aquisição de Cânulas endotraqueais para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 108/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14609
3860175;SES-PRC-2020/14625;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE CAMAS ELÉTRICAS - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 086/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14625
3860232;SES-PRC-2020/14627;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE MARCA PASSO - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 087/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14627
3868523;SES-PRC-2020/14673;SES;Secretaria da Saúde;"Aquisição de Equipamentos Hospitalares - Ata 02/2019 - Mobiliário Hospitalar - para o HOSPITAL DE PIRACICABA, para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 084/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14673
3868582;SAA-PRC-2020/03419;SAA;Secretaria de Agricultura e Abastecimento;"Contratação de prestação de serviços gráficos para impressão de cartazes e manual de boas práticas (Covid19); DEPARTAMENTO DE ADMINISTRAÇÃO;";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços comuns;SAA;PRC;2020;3419
3868649;SAP-PRC-2020/08217;SAP;Secretaria da Administração Penitenciária;"Processo licitatório, visando a aquisição de torneiras, volante no modelo alavanca para acionamento com o cotovelo, para instalação nos lavatórios deste Estabelecimento Penal, objetivando a prevenção do vírus COVID 19 (coronavirus).; PENITENCIÁRIA ODETE LEITE DE CAMPOS CRITTER DE HORTOLÂNDIA; 123/2020 PTRES 380518.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;8217
3884437;SES-PRC-2020/14735;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATEIRIAIS DE CONSUMO (KIT PARA DETECÇÃO DE ANTICORPOS DO CORONAVÍRUS - COVID19); HOSPITAL GERAL PREF MIGUAL MARTIN GUALDA DE PROMISSÃO; MEMORANDO 009/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14735
3898404;SES-PRC-2020/14821;SES;Secretaria da Saúde;"Aquisição de Freezers de Ultra Baixa Temperatura - Coronavírus ; Instituto Adolfo Lutz;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14821
3905545;SES-PRC-2020/14859;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE ELETROCARDIÓGRAFO - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 089/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14859
3905790;SAP-PRC-2020/08370;SAP;Secretaria da Administração Penitenciária;"Despesas com aquisição de Batente, Serra copo e lavatórios para higirnização das mãos para minimizar a proliferação do COVID-19; Centro de Detenção Provisória ?ASP Willians Nogueira Benjamin? ? II de Pinheiros; 1007012/20.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;8370
3906052;SES-PRC-2020/14864;SES;Secretaria da Saúde;"REF.: DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE SUPORTE DE SORO - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 090/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14864
3911904;SES-PRC-2020/14906;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO MONITOR MULTIPARAMÊTRICO - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 091/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;14906
3914823;SES-PRC-2020/14916;SES;Secretaria da Saúde;"AQUISIÇÃO DE ANIDULAFUNGINA 100 MG, AZITROMICINA 500 MG - INJ E PIPERACILINA + TAZOBACTAM 4,0G+500MG (CORONAVÍRUS) - PEDIDO 7785; HOSPITAL GUILHERME ÁLVARO ; HGA/SUP-140/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14916
3915654;SES-PRC-2020/14919;SES;Secretaria da Saúde;"Aquisição de Macacão de Proteção para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 113/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14919
3915698;SES-PRC-2020/14920;SES;Secretaria da Saúde;"Aquisição de Máscara Facial para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 112/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14920
3920567;SES-PRC-2020/14966;SES;Secretaria da Saúde;"AQUISIÇÃO DE CEFTRIAXONA 1G - EV, POLIMIXINA B 500.000UI E VANCOMICINA, CLORIDRATO 500 MG (CORONAVÍRUS) - PEDIDO 7786; HOSPITAL GUILHERME ÁLVARO ; HGA/SUP-141/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;14966
3928050;SES-PRC-2020/15012;SES;Secretaria da Saúde;"Aquisição de máscara N95 para atender as demandas do COVID-19; Grupo de Resgate - GRAU ;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15012
3932280;SES-PRC-2020/15034;SES;Secretaria da Saúde;"Aquisição de Umidificador Condensador para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 115/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15034
3932795;SES-PRC-2020/15041;SES;Secretaria da Saúde;"Aquisição de material permanente - Mobiliário para Pronto Socorro do Hospital Regional Sul para Atendimento de Pacientes com COVID-19 - mediante uso de atas; Coordenadoria Geral de Administração - CGA;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;15041
3940802;SES-PRC-2020/15089;SES;Secretaria da Saúde;"MEMO GI/nhh nº 26/2020 - Aquisição de roupa privativa - COVID-19, por dispensa de licitação, para este HRA; Hospital Regional de Assis;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15089
3941319;SAP-PRC-2020/08533;SAP;Secretaria da Administração Penitenciária;"Empenhamento de recursos para atender despesas com aquisição de materiais de limpeza que serão utilizados na desinfecção dos pavilhões habitacionais desta Unidade Prisional como medida de segurança no combate à disseminação do Covid-19.; PENITENCIÁRIA &quot;TACYAN MENEZES DE LUCENA&quot; DE MARTINÓPOLIS;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;8533
3942637;SES-PRC-2020/15096;SES;Secretaria da Saúde;"Aquisição de Testes Específicos para COVID-19; Coordenadoria de Serviços de Saúde;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15096
3942673;SES-PRC-2020/15103;SES;Secretaria da Saúde;"Aquisição de material de higiene Papel Toalha interfolhado para atender demanda aumentada em razão da pandemia (Covid-19); Conjunto Hospitalar do Mandaqui; Pre Pedido 5713 - Papel Toalha interfolhado.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15103
3944776;SES-PRC-2020/15108;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO MONITOR MULTIPARÂMETROS - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 091/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;15108
3945323;SES-PRC-2020/15111;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO MONITOR MULTIPARÂMETROS - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 091/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;15111
3951950;SES-PRC-2020/15140;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO EMERGENCIAL DE CAMA HOSPITALAR MECÂNICA COM GRADE - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 092/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;15140
3954632;SES-PRC-2020/15145;SES;Secretaria da Saúde;"Realização de Testes Específicos para COVID-19 em caráter emergencial; Coordenadoria de Serviços de Saúde;";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços terceirizados;SES;PRC;2020;15145
3955287;SES-PRC-2020/15158;SES;Secretaria da Saúde;"Compra Direta - Material - filtro para respirador CPAP; Neli Galdino Nogueira; Memo sp 0128/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15158
3958521;SES-PRC-2020/15205;SES;Secretaria da Saúde;"AQUISIÇÃO DE MAT. MÉD. HOSP. - COVID - (máscara N-95) - SES-MEM-2020/20814; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15205
3959895;SES-PRC-2020/15213;SES;Secretaria da Saúde;"AQUISIÇÃO DE MAT. ENF. - COVID - (MASCARA CIR. DESCARTÁVEL) - SES-MEM-2020/22738; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15213
3961006;SES-PRC-2020/15217;SES;Secretaria da Saúde;"Aquisição de Material Médico Hospitalar, por dispensa de licitação - COVID-19, para este HRA; Hospital Regional de Assis;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15217
3961242;SES-PRC-2020/15220;SES;Secretaria da Saúde;"Aquisição de ARTIGO DE HIGIENE PESSOAL e DE LIMPEZA, em caráter emergencial para suprir necessidade em decorrência da COVID-19, através de Dispensa de Licitação Tradicional, Resolução SS-14, de 24/03/2018. ; HOSPITAL EST. ESP. EM REABILITAÇÃO &quot;DR. FRANCISCO RIBEIRO ARANTES&quot;; OFI- 200/2020-N.C.S..";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15220
3966481;SES-PRC-2020/15248;SES;Secretaria da Saúde;"Aquisição Emergencial de Anticorpo e Solução Tampão Tris para Atender Coronavírus - Portaria GM/MS n° 188, 03/02/2020 - DOU 04/02/2020; Instituto Adolfo Lutz;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15248
3978716;SES-PRC-2020/15308;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA A ASSISTÊNCIA PARA O COVID - 19 (CORONA VÍRUS) UTI PEDIÁTRICA; UTI PEDIATRICA ; HGA/SC - 0035/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15308
3983455;SES-PRC-2020/15327;SES;Secretaria da Saúde;"Aquisição de mascaras N95 - COVID-19; DIRETORIA DE MATERIAL/PATRIMÔNIO; OF. 072/Cotação/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15327
3983827;SES-PRC-2020/15328;SES;Secretaria da Saúde;"AQUISIÇÃO DE FILTRO BACTERIANO/VIRAL DO TIPO HEPA PARA VENTILADORES PULMONARES DA UTI ADULTO - COVID 19 PEDIDO 7805; CENTRO DE PARTO COVID; HGA/SC - 0036/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15328
3989320;SES-PRC-2020/15347;SES;Secretaria da Saúde;"AQUISIÇÃO DE ETOMIDATO 2 MG/ML, MORFINA, SULFATO 0,2 MG/ML, SUFENTANILA, CITRATO 7,5 MCG/ML E ALFENTANILA, CLORIDRATO 0,5 MG/ML (CORONAVÍRUS) - PEDIDO 7798; HOSPITAL GUILHERME ÁLVARO ; HGA/SUP-145/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15347
3989637;SES-PRC-2020/15349;SES;Secretaria da Saúde;"Aquisição de Equipamentos Hospitalares - Ata 379/18 - Hemodiálise e Osmose reversa - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 093/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;15349
3993415;SES-PRC-2020/15360;SES;Secretaria da Saúde;"GADT/caf n° 114/2020 - Aquisição de medicamentos para atender a demanda dos casos a serem atendidos em nosso hospital, de pessoas acometidas por COVID-19, na modalidade de Ata de Registro de Preços, para este HRA; Hospital Regional de Assis; SES-MEM-2020/24814.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15360
3994814;SES-PRC-2020/15367;SES;Secretaria da Saúde;"Contratação de Empresa Especializada na Locação de Container, em caráter emergencial, tendo como função a prestação de serviços de primeiro atendimento aos pacientes com suspeita de serem portadores de COVID19; Coordenadoria Geral de Administração - CGA; Informação GTE nº 193/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços terceirizados;SES;PRC;2020;15367
3995295;SAP-PRC-2020/08736;SAP;Secretaria da Administração Penitenciária;"Aquisição de bens de consumo necessários para enfrentamento da emergência de saúde pública decorrente do Coronavírus (COVID-19); Centro de Detenção Provisória de Piracicaba &quot; Nelson Furlan&quot;;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;8736
4007105;SES-PRC-2020/15450;SES;Secretaria da Saúde;"Termo de Cooperação Técnica que trata de parceria entre SESSP e Semantix - Inteligência Artificial (Pandêmia COVID-19) ; Coordenadoria de Controle de Doenças; SES-EXP-2020/14563 - Memorando CCD/GC nº 05/2020..";Organização Administrativa: Termo de cooperação - Processo de formalização e execução de acordo bilateral;SES;PRC;2020;15450
4013012;SES-PRC-2020/15488;SES;Secretaria da Saúde;"AQUISIÇÃO DE FENTANILA,CITRATO 78,5 MCG/ML - 10 ML, MIDAZOLAM,CLORIDRATO 5 MG/ML - AMPOLA 10 ML E 3ML E NOREPINEFRINA, HEMITARTARATO 2 MG/ML -NORADRENALINA (CORONAVÍRUS) - PEDIDO 7803; HOSPITAL GUILHERME ÁLVARO ; HGA/SUP-148/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15488
4014472;SES-PRC-2020/15495;SES;Secretaria da Saúde;"Aquisição de Mascara Cirúrgica e Óculos Cirurgico de Proteção para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 118/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15495
4015423;SES-PRC-2020/15501;SES;Secretaria da Saúde;"Aquisição de Luvas de Procedimento para atendimento de Plano de contingência COVID-19; Coordenadoria Geral de Administração; Ofício CRP nº 117/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15501
4015697;SES-PRC-2020/15504;SES;Secretaria da Saúde;"AQUISIÇÃO DE CISATRACURIO 2MG/ML - 5ML E REMIFENTANIL 2 MG (CORONAVÍRUS) - PEDIDO 7804; HOSPITAL GUILHERME ÁLVARO ; HGA/SUP-151/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15504
4017224;SES-PRC-2020/15509;SES;Secretaria da Saúde;"Aquisição de Luvas de Procedimento para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 119/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15509
4020794;SES-PRC-2020/15536;SES;Secretaria da Saúde;"MEDICAMENTOS NECESSÁRIOS PARA O ENFRENTAMENTO DE COVID-19 / SARS-COV-2 - CLORETO DE SÓDIO 09% - 250 ML; INSTITUTO INFECTOLOGIA EMÍLIO RIBAS ; Memorando 48/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15536
4023513;SES-PRC-2020/15543;SES;Secretaria da Saúde;"Aquisição de Kit para Banho em compressa para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 120/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15543
4027476;SES-PRC-2020/15569;SES;Secretaria da Saúde;"Aquisição de Higienizadores Antisséptico em Espuma para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 121/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15569
4028487;SES-PRC-2020/15581;SES;Secretaria da Saúde;"Aquisição de Mascaras de Proteção para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 122/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;15581
